"beer_id","date","rating","text","user_location","user_name"
2343,"2017-04-29",3.9,"Pours a golden amber with a soft foam head that laces my glass. The aroma is of subtle brett, yeasty, mild brandy booze, grassy and spicy hops, lemon, pineapple, dough bread, and oak notes. Taste is of a pleasant sweet yet spiced brandy, honey, there is a good yeast flavor, bread malts, good acidity, lemon, some blood orange, white grapes, weak peach, soft funk, mild tartness, and a good sour taste. The finish is enjoyable with a soft dryness and the blending of flavors that were listed. The mouthfeel is good and has a medium champagne like carbonation. Overall a very interesting and drinkable beverage.","Steubenville, Ohio, USA","Advocate_Ames"
2343,"2017-04-09",4.2,"Hazy Yellow pour with not as much head as expected. Sweet peachy nose but with a horse funk and tart flavor. Quite good sour.","Richmond, Virginia, USA","Butters"
2343,"2017-03-18",3.6,"375mL bottle, pours a hazy golden with a small white head. Nose brings out brandy barrels upfront, followed by pears, candied sugar and toasted caramel. Flavour is along the same lines, with candied sugar, brandied pears, tart stone fruits and toasted bready notes. Light brett funk in the back. Complex but not hugely enjoyable. Good stuff.","Vancouver, British Columbia, CANADA","mcberko"
2343,"2017-03-07",4.1,"Light golden color with a nice flow of bubbles to sustain a smaller off-white head. Good snappy bubbles. Light pale malt, with some mild floral hops, brett, oak, grape peels, and brandied light fruit. Mildly sweet start, and fairly sweet throughout. Soft bubbly feel. Slightly acetic with some grape peels. The brandy gives a strong presence and adds a light port to chardonnay flavor. Fairly dry in the finish. Wish it was a little less sweet, but I realize thats the brandy at play. Really nice effort.","Wauwatosa, USA","JPDIPSO"
2343,"2016-12-22",3.7,"Randolph Beer: pours gold with small head. Aroma is brandy, bretty funk, yeast, wood and all that fun stuff. Taste is lightly sour and tart. Low sweetness. Nice complexity with some tang to it. Pretty nice.","Nueva York, New York, USA","mansquito"
2343,"2016-11-26",4.6,"Smells like sour woody tangerine and peach. Hazy pale yellow with light head. Big front woody tart softens and mellows in to smooth sour fruit light vanilla light bitter wood. So many flavors ever changing.","truckee, California, USA","krumbum"
2343,"2016-11-10",4.1,"375mL bottle from Beer Run, 6/30/16. Hazy golden, large foamy white head, good retention. Aroma of brett, citrus, oak, brandy, dandelion. The taste is funk, brett, pineapple, plum, brandy. Medium bodied, lingering tartness, bright, low carbonation. Nice.","Milwaukee, Wisconsin, USA","Drake"
2343,"2016-11-06",4.1,"Bottle at WTWBA. Light gold pour with a white head. Citrus, some yeast and funk. A little dryness. Extremely well made. Terrific.","Plymouth, Minnesota, USA","BVery"
2343,"2016-11-05",3.7,"Bottle at WTWBA. Light yellow pour. Tart citrus aroma. Citrus peel taste. Pretty good.","New Hope, Minnesota, USA","thomashall"
2343,"2016-10-16",3.7,"Refrigerated 12.7 oz. brown bottle corked and capped pours into a Trappist glass. Slightly hazy golden with medium white head. Aroma is citrus, medium body, highly carbonated, and thick small-bubble lacing. Taste is citrus, oak, spice, a little funky Brett, and hints of honey.  Effervescent, complex, but easy to drink.  Would have guessed Tripel for style.","Charleston Area, West Virginia, USA","weihenweizen"
2343,"2016-10-03",4.0,"Oak, barnyard, mildly cheesy funk and persimmon aroma. Hazy amber, medium head, ghostly blue fog that danced in the bottle until poured. Persimmon, with hints of whiskey. Cobweb finish. Light body, spritzy.","Staunton, Virginia, USA","obguthr"
2343,"2016-09-12",3.8,"375 ml bottle thanks to Lukaduke. Light to medium yellow in color. Yeast and some tartness with grape overtones. Some honey sweetness.","Lexington, Kentucky, USA","drfabulous"
2343,"2016-08-27",3.9,"Bottle thanks to AJ. Pours a cloudy golf with medium white head that lasts. The aroma is strong brandy, oak, brett. Medium body, brett, funk, oak, brandy, light dryness, fruity, very nice.","Houston, Texas, USA","djd07"
2343,"2016-08-16",3.8,"Bottle at home. Pours clear orange with a medium, frothy white head, medium retention with light lacing. Aroma is heavy earthy and barnyard Brettanomyces, light citric and lactic acids, Brandy, pears, honey, stone fruit and grainy malt; somewhat grassy late with tangerine notes. Flavor is earthy and barnyard Brettanomyces, tart stone fruit and guava, citrus, oak, grainy malt, honey and a dry finish. Full body and moderate carbonation.","Escondido, California, USA","BeerandBlues2"
2343,"2016-06-23",3.2,"Reddish orange. The aroma isnt really bitter. Very wheat heavy and clean with a light brown sugar. Has a kombucha flavor with wheat, lemon, grape jelly and yeast.","Enfield, New Hampshire, USA","AdamChandler"
2343,"2016-06-22",4.1,"Pours lightly hazy golden yellow with a medium fizzy white head that fades to minimal cap and thin ring. AROMA: wheat, citrus, stone fruit, hay, grassy bitterness, earthy, yeast esters, woody, acidic, herbs, floral hops, lightly tart, mellow funk, leaves, ginger, bubblegum, mellow spice and slight minerals. TASTE: wheat, citrus, stone fruit, hay, grassy bitterness, earthy, woody, acidic, herbs, floral hops, lightly tart, mellow funk, leaves, ginger, bubblegum, mellow spice and lightly metallic. AFTER TASTE: wheat, citrus, stone fruit and herbal hops with a crisp acidic woody finish.","Los Angeles, California, USA","Savage_Night"
2343,"2016-06-17",3.5,"Golden color, large head, decent lace/retention. Aroma is lighter fruit, lightly sour, light funk, vanilla. Medium bodied, moderate to low sourness/funk, vanilla flavor is prevalent. I love brandy aged beers, but this one has barely any notes of it.","California, USA","ABUSEDGOAT"
2343,"2016-05-18",3.8,"Bottle. Pours a hazy golden color with a fizzy white head. Aroma of oak, lemon, funk and brandy. Flavor was lightly tart and funky with lemon, brandy, honey, yeast and oak.","Croydon, Pennsylvania, USA","Beerdedone"
2343,"2016-05-14",3.8,"From the corked caged bottle with a bottling date of Nov 5, 2015. Yellow pour with foamy white head. Aroma of biscuit, Belgian yeast, Brett, coriander, fruit, and brandy barrels. Medium body. The taste has many of the she characters as the mose but more biting in the bitterness. No booze on the nose taste but my head felt it at the end.","Allenstown, New Hampshire, USA","puboflyons"
2343,"2016-04-30",4.2,"375ml bottle - $11.99 at Bullocks Wine & Spirits in Marietta, Georgia.

Date Bottled: Nov. 5, 2015.

Appearance: Pours out a hay-hued body, fairly clear and capped by a slim, white head.

Smell: A tropical whiff of pineapple, a bit of citrus zest and sweet-smelling jellied orchard fruits draped in a layer of faint funk. Honeyish, lightly bready maltiness beneath.

Taste: Sweetish, honeyed bready barley turns to tropical fruits joined with pear and apricot (a bit Juicy Fruit-y) and a little handful of rock candy kernels soaked in brandy. As with the nose, theres a soft, funky, leathery element. Not overtly oaky. Stays a bit sweetish and still rather fruity on the crispish finish.

Mouthfeel: Medium-plus body. Medium-plus carbonation. A little stickiness felt.

Overall: Pretty good. I never felt its ABV, and, while it is a bit on the sweet side, it maintains a free-moving crispness.","Woodstock, Georgia, USA","ChainGangGuy"
