"beer_id","date","rating","text","user_location","user_name"
3413,"2017-06-11",3.4,"Z: dziko, octowo, winnie S: Fajne cialo, lekki ocet, ale akceptowalny dla mnie. Kwas w pestke porzeczki, lesnie. Zdecydowanie intensywny.","Warsaw, POLAND","Drago7"
3413,"2017-06-11",4.0,"Butelka. Dużo octu winnego, wiśni, ziemiste. Cierpkie, taninowe, czerwone wino. W aftertast pieprzowe, winne. Długie posmaki. Cierpkie. Nawet bardzo cierpkie.","Warsaw, POLAND","tomekboniek"
3413,"2017-06-11",3.9,"W aromacie sporo wiśni i octu. W smaku kwasność, czerwone wino, ocet, wiśnie, czerwona porzeczka, pieprz.","Warsaw, POLAND","jandorris"
3413,"2017-05-29",3.8,"Aromas of oak, red wine, lemon, and hay. Taste is lemon, straw, barnyard funk, strawberry, berries, red wine, some sweet malts, and red wine oak. There is then a gushing sour lemon after taste that dries out into an oak red wine.","","Dorkenstein"
3413,"2017-05-20",4.5,"Bottle at home. 2015 vintage. Medium tartness. Taste of mature apples, wood, slight vinegar (but good) and burnt butter.","SWEDEN","Pilsnertest"
3413,"2017-05-09",4.1,"Ostry i mocno owocowy akcent wiśni, octu balsamicznego, winny i ziemisty charakter. Zdecydowanie kwaśne w smaku, dominują czerwone owoce w typie porzeczki, ocet winny, cierpkie, sporo tanin czerwonego wina, garbników i ziemii Intrygujące piwo.","Tarnobrzeg, POLAND","beton"
3413,"2017-04-21",4.1,"750ml bottle. Pours reddish brown colour. Thin beige head. Rich aroma of dark fruits. Hints of vanilla, acidity, oak, earthiness in the aroma. Acidity, oak, red wine, dark fruits in the taste. Dry finish. Acidity, apples, caramel in the aftertaste. Lots of complexity, very well balanced brew. Rather light bodied, medium carbonated, really good beer.","Tallinn, ESTONIA","Rask0lnikov"
3413,"2017-04-14",4.0,"Medium-high sourness. Oaky and relatively full body for a sour. Exceptional for a darker sour. Hop grenade.",", Saskatchewan, CANADA","bdleedahl"
3413,"2017-04-09",3.9,"Tap at Mellow. Pours a clear, deep copper with a small head that dissipates quickly. Big cherrry nose that really dominates...some light raspberry, almond and crab apple aromas and some oaky craeminess as it warms. Great carbonation with more wood and cherry on the finish. Solid!","Nashville, Tennessee, USA","willisread"
3413,"2017-04-01",3.8,"Bottle shared with the KL tasting group. Poured a murky medium reddish brown with a thin broken off white head. The aroma is biscuit dough yeast, tart red berry fruit, toasty, woody. The flavour is moderate sour with a light, tart acidic fruit palate. Medium bodied with soft carbonation.","Kuala Lumpur, MALAYSIA","jmgreenuk"
