"beer_id","date","rating","text","user_location","user_name"
3434,"2017-06-08",4.4,"Dégustée à température de 7 à 10°C. Corps ambre rosé intense, opaque; mousse ivoire très peu dense, savonneuse, qui fond complètement. Arômes de cerise aigre fine, fruits confits; quelque chose de floral. On retrouve tout cela en bouche avec également une acidité fruitée et boisée. Robuste sans être rustique. Bel équilibre, grande finesse. Saccorde merveilleusement bien avec un pain à la faine de châtaigne aux noisettes et aux figues.","Nancy, FRANCE","CaptainTilven"
3434,"2017-05-06",3.5,"Bottle shared at KLs 10K rating celebration. Tart fruit nose, light bit of lactic note, some caramel. Deep orange/amber color. Tart sour fruit, peach, mild cherry, citrus squeezes, and a mild tangy finish. Thin-medium body, fairly astringent. Okay. Cherry not so evident.","Hirakata, JAPAN","maekchu"
3434,"2017-05-05",3.7,"Bottle, shared at my 10K rating celebration. Nose of caramel, cherry, vinegar, yogurt, vanilla. Hazy orange-amber with lace. Nice balance, medium sourness, fruit seemed a bit faded at first, but came through better as it warmed up. Bit of lactic creaminess. Smooth and crisp.","Kyoto, JAPAN","KyotoLefty"
3434,"2017-05-05",3.5,"Bottle - a bit disappointing - no nose to talk about - not sour enough - not enough cherry flavour - good quality and subtly complex brew but needs amping up.","Perth, AUSTRALIA","Hop_Hedonist"
3434,"2017-05-05",3.6,"Amber color and still with a tart and yet boozy aroma. The taste is quite sour and acidic. A simple straightforward sour but enjoyable. Its a shame these 375ml bottles are so pricey in Japan or Id drink them more often.","Kyoto, JAPAN","KansaiBeerLvrs"
3434,"2017-04-16",3.9,"375mL bottle from Carwyn Cellars. Batch no 4
Body is a dirty red stained golden colour - looks beautiful from afar - with dense white head.
Yeah righto, its funky - whiff of acetic acid & ethyl acetate straight up hits me for six upfront, I recompose myself and the aroma reveals hard cheese, yoghurt, sour dough bread starter, amongst some vinous red fruit, cherry pip & oaken toast character.
Theres good weight here, and a tremendous, slightly ropey, vinous acidity - sort of akin to a young Pinot Noir in some regard - tannic too, the texture is something intriguing.
Immensely complex palate - heady acetate notes, mature washed rind, panicked horse locked in a stuffy stable, grapefruit rind/pith, Pinot Noir-esque cherry, old charred oak, blackened ripe tomato (?), sort of an unripe raspberry, blue cheese, some cut dried herbs (i dunno, lavender!?). Bracing acidity, very long on the finish yet so very easy to drink.
This is quite marvellous really - every once of my winemakers mind wants to tell me this is a nightmare, but it tastes so good!","Yarram, Vic, AUSTRALIA","Muggus69"
3434,"2017-04-01",4.4,"The Final Beer of my #6000 celebration (#13 of 13 - six beers on either side of 6000 and the milestone itself). Deep clear, but ever so slightly muddied ruby and almost violet hued body with a thinnish, fast-dying tan head, only about a centimetre tall. Aroma of cherries, sour grapes, oak, cedar, dry grass, funk, brett, lactic acid and a ton of mouthwatering soured fruit notes - very nice smelling and complex! Light-bodied; Biting acidic sourness up front with a lot of fruit elements, but citric acid is noticeable along with a very smooth cherry sweetness along with some raspberries, but the sour flavours hit the tongue first and leave it very nice. Aftertaste shows a bit more of a nuanced flavour with dry oak, cedar and funk noticeable, but the cherry sweetness hits through and the sourness and funk are the strongest - all derived from soured fruits and some light oak notes. Overall, a very enjoyable beer with a great sour flavour that ends nicely, slightly dry, but mouth-watering and making you immediately have another sip - a great example of the style and well worth trying if you can find it, even if you dont like the style, since its a prototypical example of it. I sampled this 37,5 cL bottle purchased from Whole Foods in New York (Columbus Circle), New York on 19-December-2015 for US$11,99 sampled at home in Washington on 31-March-2017 as Beer #6006, the #13th and last of my celebration for #6000!","Arlington (Pentagon City), Virginia, USA","jgb9348"
3434,"2017-03-24",4.2,"A 375ml bottle, Batch No.4, bottled in May 2015. Poured into a Lost Abbey teku glass. It was a clear copper amber colour with a one finger off white head that dissipated quickly while leaving sparse lacing. Aromas of cherry, hard candy, wine and barrel. Tastes tart, sour cherry, red wine, acidic, vinegar and oak. Dry, medium bodied with moderate to high carbonation. Overall this was nice and refreshing with good tartness. Would be even better with even more cherries and perhaps slightly less acidity.","Hong Kong, HONG KONG","davidezdonz"
3434,"2017-02-06",4.0,"Sour cherries, some acetic acid, unripe apples, oak on nose; ripe melons with lighter side of caramel, medium sourness (lactic acid with a spike of acetic).","SLOVENIA","tmzl"
3434,"2017-01-22",3.9,"January 22, 2017. Bottle at home, batch no 4. 
Unclear orange amber with a small frothy off-white head. Aroma is fruity and vinous with sour cherries, light vinegar, lemon, grape skins apricot skins, oak, light sweetness with some stone fruit notes. 
Taste is sour, fruity, very light sweet. Medium bodied, dry, average carbonation. Finish is quite intense sour and dry with vinegar, lemon juice, cherries, light vinous. 
Nice one, fruity and sour but not over the top.","Stockholm, SWEDEN","hackobock"
3434,"2017-01-01",3.7,"Bottle. Hazy orange amber pour with a small white head. Aroma is cherry, vinous notes, funk. Dry and tart flavor, fruity, cherry. Medium body with high carb level. Nice.","San Francisco, California, USA","nickd717"
3434,"2016-12-31",3.9,"33 cl bottle, Batch No. 4. Murky amber-orange with small white head which dissipates to nothing. Nose is red berries, lacto yeast, acetic, vinous, vinegar, oak, barnyard. Taste is mildly tart, cherries, oak, bready-grassy yeast, vinegar. Medium body, average carbonation. Dry, tart finish. Excellent example of the style.","Bucharest, ROMANIA","SebBrews"
3434,"2016-12-12",3.0,"Bottle (Batch 4) shared at the Dec 2016 Shrewsbury Beer Exchange Group meeting in Chez Sophie. Cheers Simon for this sour puss of a beer. Poured a cloudy orange/amber, full off-white crown. Aroma was sour cherries, as was the taste: acidic and tart from start to finish.","Shropshire, ENGLAND","BlackHaddock"
3434,"2016-12-11",3.9,"Hazy deep rosey colored with a fast dissipating head. Deep rosey tart aroma with cherries and wood and funky acidic tartness. Pretty sharp sourness on the flavor with bright red wine tones and oak and cherries and a smooth earthy sour funk on the end. Slightly almost too tart but very richly red wine and cherryish.","Denver, Colorado, USA","onceblind"
