"beer_id","date","rating","text","user_location","user_name"
1649,"2017-04-20",3.3,"Uzupełnienie z notatek. Całkiem przyjemny, udany stout, wszystko na swoim miejscu, chociaż zachwytu też nie było.","Warsaw, POLAND","homeini"
1649,"2016-12-15",3.8,"Backlog. Synchronizing with notes and Untappd.
Full of roasted malts aromas, coffee some chocolate. Pretty smooth mouthfeel. Very decent stout!","Gdañsk, POLAND","Jashiu"
1649,"2016-11-17",3.6,"Barwa niemalże, czarna, dość obfita, beżowa piana, zaznacza się na szkle. W aromacie kawa, paloność, nie jakiś wybitnie intensywny, ale w normie. W smaku p?łwytrawne, wyraźna paloność, nuty kawy, nieco czekolady, umiarkowana kwaśność. Dosyć gładkie, goryczka średnia, dobrze kontruje. Wysycenie nieco za wysokie, treściwość w porządku, dobrze się pije, jest na sw?j ekstrakt całkiem konkretne. Bardzo przyzwoity stout, bardzo klasyczny, warty skosztowania.","Gdansk, POLAND","Michcio"
1649,"2015-12-29",2.6,"BBE 11-01-2016. Musta, lähes vaahdoton, hapoton. Tumma stouttimainen lievän makeahko tuoksu, maku hyvin palanut ja lievän tuhkainen, vetinen suufiilis vaikkakin kitalaessa kuiva jälkifiilis. Ei mun juttu.","TAMPERE, FINLAND","Jultsu"
1649,"2015-12-22",3.6,"Bottle. Huge head with excellent duration. Color is black. Aroma and taste are rich roast malt, chocolate, coffee, licorice, cocoa and hops. Nice and smooth.","Højbjerg, Aarhus, DENMARK","saxo"
1649,"2015-12-22",3.6,"Bottle from Perelka, Warszaw. Clear very dark brown with a big beige head. Aroma is sweet, roasted malt and chocolate. Flavor is medium sweet and moderate bitter. Dry and roasted moderate bitter finish. 221215","Beder, Aarhus, DENMARK","Rasmus40"
1649,"2015-12-15",3.8,"Gęsta, średnio-obfita piana. Ciemnobrązowe, klarowne. Intensywny kawowy aromat, czekoladowy. Troszkę słodki. Piwo średnio pełne, gładkie. Nisko nagazowane. Goryczka średnia. W smaku palone, zbożowe. Wytrawne. Dobry Stout. Plus za ładny wzór butelki.","","bedzinianin06"
1649,"2015-12-13",3.3,"Black colour, light brown head. Aroma of roasted malts, chocolate, coffee and brown sugar. Taste is light sweet, slight bitter, dry finish. Light body, thin texture, average carbonation.","CZECH REPUBLIC","angelkostvo"
1649,"2015-12-08",3.8,"Aromat kawowy, lekko zbożowy i przypiekany. Piana mało obfita, średniopęcherzykowa. Barwa czarna. W smaku spora paloność i kwaskowość. Goryczka średnia do wysokiej. Wysycenie niskie. Odczucie w ustach: gładkie, lekko słodkie.","Wêgorzewo, POLAND","mckoniu15"
1649,"2015-12-08",3.3,"(draught) black in colour with a frothy beige head. aroma of hazelnuts and roasted malts, with a light touch of yeast, some vanilla icing and barnacles. flavour is mostly hay and cow droppings, with a light touch of roasted malts, some soy sauce and brown sugar. medium-bodied with average carbonation.","GERMANY","jfb"
1649,"2015-12-06",3.2,"UPDATED: FEB 23, 2017 butelka, warka nie spisana. taka sobie piana na nieczarnym piwie. za to aromaty juz ladne - kawowe, palone, milo gladkie w ustach, wcale nie do konca dry, nisko wysycone, latwo przyswajalne, dosc intensywne w swych nutkach, z odczuwalna goryczka, calkiem fajne. Ocena potraktowana skryptem do przeliczania ocen (uzgodnienie UT/RB).","Warszawa, POLAND","rami_pl"
1649,"2015-11-28",3.8,"W aromacie czekolada, kawa i palone słody, jednak zapach mało intensywny. Barwa ciemnobrunatna, nieprzejrzyste. Piana średniopęcherzykowa, gęsta, niestety bardzo szybko opada. Szkło oblepia delikatnie. W smaku gorzka czekolada, paloność i kawa. Goryczka niska. Wytrawne, wysycenie bardzo niskie. Przyjemne piwo.","Skórcz, POLAND","szymonskc"
1649,"2015-11-27",4.1,"Bottle 0.5 l, Piwnica, wrocław, Poland.
Ciemnobrązowe, mętnawe piwo o cienkiej, beżowej pianie oraz wyrazistym, kawowym, lekko palonym aromacie. W smaku zdecydowanie wytrawne, intensywne i proste, głównie kawowe i lekko palone.","Zielona Góra & Wrocław, POLAND","Arek"
1649,"2015-11-27",3.9,"Fast schwarzes Bier mit einer schönen bräunlichen Schaumkrone. Der Geruch ist sehr röstmalzig, süß, schokoladig, etwas Kaffee und Vanille. Der Geschmack ist süß schokoladig, bitter röstmalzig, Kaffee, Vanille, lecker!","P´Castle, GERMANY","Beerhunter111"
1649,"2015-11-20",3.8,"Butelka 0.5l (11.01.2016). Piwo o czarnej barwie, nieprzejrzyste z subtelną, brązową pianą, grubopęcherzykową, niestety szybko znikającą praktycznie do zera. W aromacie przeplatają się nuty palone, kawy, prażonego ziarna, gorzkiej czekolady tworząc dość intensywny i bardzo przyjemny bukiet. Podobnie jest w smaku gdzie delikatna palona goryczka jest kontrowana bardzo subtelną nutką słodyczy a delikatny kwasek na finiszu dodaje piwu nieco wytrawności. Długi gorzko-czekoladowy, z nutką palonej kawy, posmak daje przyjemne odczucie w ustach. I choć ciała jest trochę mało to całość jest bardzo fajnie ułożona i dostajemy bardzo dobry i wytrawny stout.","Wroclaw, POLAND","PabloZab"
1649,"2015-11-14",3.8,"Bottle. Black colour. Small, unstable beige head which very fast disappear. In aroma very strong notes of coffee, chocolate. Aroma is roasty and sweet. Taste is dry, with chocolate and roasty notes. Bitterness is small.","POLAND","BeerBoom"
1649,"2015-11-09",3.7,"Piwo nieprzejrzyste, niemal czarne, jedynie z delikatnymi brunatnymi refleksami. Piana wymuszona, bardzo szybko redukuje się jedynie do obrączki. W aromacie bardzo fajnie. Jest gorzka czekolada, kawa z mlekiem, kakao. Bardzo bogaty aromat jak na tak niski baling. Z czasem wyłazi DMS. W smaku zdecydowanie wygrywa kawa, jest też trochę mleczności, ale nie diacetyl, nie masło. Jest też kakao, trochę paloności, czekolady raczej brak. Gładkie, bardzo pijalne, bardzo sesyjne, nisko nasycone. Dobre, solidne piwo.","Poznan, POLAND","adasko"
1649,"2015-11-06",3.9,"Butelka 0,5l. W aromacie fajna czekolada troche kawy troche palonosci. Piana sredniopecherzykowa bardzo szybko znika. W smaku gorzka czekolada ,kawa lekko kwaskowe. Goryczka srednia do niskiej..Piwko ma ciutke mało ciała ale mimo to bardzo przyjemnie pijalne.","olawa, POLAND","blackbuli"
1649,"2015-10-28",3.2,"Piwo o barwie ciemnobrązowej, w szkle wygląda na zupełnie czarne, jest nieprzejrzyste, nawet pod światło. Piana jest beżowa, jasnobrązowa, tworzy się bardzo skromna, na wysokość nawet nie jednego palca, dość szybko znika i nie pozostaje po niej zupełnie nic. W aromacie jest pozytywnie, przyjemnie, ale trochę zbyt mało intensywnie. Wyczuwalna jest gorzka czekolada, trochę paloności, lekka nutka kawowa. W smaku mamy do czynienia z podobnymi cechami, ale dochodzi do tego wyraźnie zaznaczona, typowo brytyjsko-stoutowa ziołowa goryczka, która pozostawia krótki, przyjemny posmak wraz z lekkim akcentem palonym. Piwo zgodnie ze stylem jest wytrawne, nawet przydałoby mu się trochę słodowej pełni, ale jej braku nie poczytuję za wadę, bo tak zapewne miało być. Wysycenie jest bardzo niskie, znikome, jego brak dodatkowo zwiększa odczucie wytrawności i braku pełni. Nie jest to złe piwo, jest nawet dość dobrze pijalne, ale niczym nie porywa, nie zaskakuje, jest wręcz do bólu poprawnym Dry Stoutem.","Poznań, POLAND","p5ychol"
1649,"2015-09-03",3.5,"500ml bottle. Jet black colour with average, thick, creamy, fairly lasting, moderately lacing, beige to tan head. Chocolately, minimally grainy, dark malty aroma, hints of cocoa, pumpernickel and chocolate cookies, a spicy touch of hay. Taste is dry, roasty dark malty, bready hints of pumpernickel, grainy coffee surrogate, dry cocoa; smooth and soft palate.","Bielefeld, GERMANY","Idiosynkrasie"
1649,"2015-09-02",3.8,"0.5l bottle. Pitch black body, beige head. Aroma and taste of coffee, chocolate and floral hops with a slight amount of smoke. The taste also has some berries in it. Easy to drink. Decent stout.","Budapest, HUNGARY","kapusil"
1649,"2015-08-16",3.6,"Botte at home. Aroma of roasted malt, liquorice, coffee, some herbal notes. Flavour is light sweet and medium bitter. Body is medium. Easily drinkable, goes down well.","Steenwijk, NETHERLANDS","tricksta_p"
1649,"2015-08-16",3.8,"500 ml, butelka. Ciemne, dobra gęsta piana. W armacie kawa, gorzka czekolada, ciemne słody. W smaku jak stout, cienkie, lekka do średniej goryczka.","Warsaw, POLAND","kacyper"
1649,"2015-08-14",4.1,"Bottle. Very nice aroma: roasty, coffee, chocolate. Dark black with nice lacing. Medium bitterness. Very good stout. Like it.","Wrocław, POLAND","grew"
1649,"2015-08-08",3.8,"Czarne piwo z obfitą, drobną, brązową pianą. 
W aromacie palone, potem czekolada. Lekkie nuty słodkawe, których nie ma w smaku. 
W smaku mocno wytrawne. Gorzka czekolada dominuje. Wyraźnie kwaskowe. 
Aksamitne w odczuciu. 
Ładna koronka z piany. 
Bardzo pijalne.","Gdañsk, POLAND","koshack"
1649,"2015-08-03",3.8,"UPDATED: AUG 4, 2015 Aroma: coffee, chocolate, roastyTaste: roasty, light sweet, light bitter,coffee, roasty","POLAND","sokuzs1"
1649,"2015-08-03",3.8,"Really good stout. Chocolate, coffee, roasted barley, smooth texture, very drinkable. No doubts.","Gdynia, POLAND","mariuszek"
1649,"2015-07-28",4.0,"Dark brown with a huge tan head that diminishes after a while to a thin but persistent layer. Aroma: mostly roasted malts; dark chocolate, some coffee. Final pour smelled faintly of yeast (I poured in all the sediments). Taste is cereals, then coffee and then cereals again in the aftertaste, all backed with a chocolate background. With time some herbal notes also make an appearance. Bitterness is roasty and resembles coffee. Low carbonation, very smooth, light body, but not watery. A very pleasant stout. While not overly complex, its definitely well balanced and it adheres to the style guidelines. Repeat-worthy. Good job, Brodacz!","Gdańsk, POLAND","mingos"
1649,"2015-07-28",3.7,"Kolor: czarny,
Piana: beżowa, drobno i średnio pęcherzykowa, trwała, zostawia krążki na szkle,
Aromat: czekoladowy, palony
Smak: wytrawne, czekoladowe, gdzieś daleko w tle trochę kawy
Odczucie w ustach: gładkie, średnio wysycone, niska goryczka
Ogólnie: poprawny stout, ale bez większych zachwytów, przydałoby się go trochę podrasować, pijalny","Wrocław, POLAND","Cwieku666"
1649,"2015-07-24",3.8,"UPDATED: AUG 1, 2015 Kolor: ciemnobrunatny, lekko zmętniony.
Piana: obfita, drobnopęcherzykowa, trwała.
Zapach: sporo nut ciemnych słodów, czekolady, kawy.
Smak: lekkie, w stronę wytrawnego, również sporo nut ciemnych słodów, gorzkiej czekolady, kawy, delikatna paloność, goryczka średnia, lekko w kierunku niskiej.
Wysycenie< średnie.","Łódź, POLAND","rafael52"
1649,"2015-07-19",3.6,"Aromat: Palony m gorzka czekolada
Wygląd: czarne piwo z rubinowymi refleksami, piana beżowa, redukuje się oblepiając szkło.
Smak: goryczka niska , lekko kwaskowe, ale wyczuwalna , pozostaje fajny długi posmak , palony , gorzkiej czekolady , lekko popiołowy.
Odczucie w ustach: Lekkie piwo , średnio wysycone.
Ogólnie: Dobre , sesyjne piwo , może mogłoby być bardziej wyraziste , bardziej palone, ale nie jest źle.","Gdynia, POLAND","Marian1990"
