"beer_id","date","rating","text","user_location","user_name"
2465,"2017-06-14",3.1,"Tap. Fluffy white head. Caramel, pine, citrus rims. Bit of other citrus. Some dust. Probably not fresh. Medium body.","Alexandria, Virginia, USA","Nickls"
2465,"2017-06-10",3.3,"Fresh can from Brewed and Bottled. Seems not the freshest delivery as told, but still good drinking summer beer. I would have liked more hop flavour present.","Toronto, Ontario, CANADA","Sammy"
2465,"2017-06-02",3.6,"Pours gold with an off white head. Aroma is citrus, floral, pear and earthy. Taste is bittersweet. Light bodied, smooth and easy to drink, alcohol well hidden as youd never know this was 8%.","Clarks Summit, Pennsylvania, USA","Leafs93"
2465,"2017-05-24",3.5,"Clear, golden honey color. Citrus and floral aroma, Medium to full body. Warming sensation on tongue but alcohol does not come off strong. Very strong citra hop flavor with lemon and melon flavors. Drinks like a lighter IPL without a lot of malty flavor. Deceptively strong alcohol content.

---Rated via Beer Buddy for iPhone","Massachusetts, USA","Hiledd"
2465,"2017-05-18",3.6,"16oz can. Pours hazy gold with a medium white head. Aroma is citrus, earth, and a touch of spice. Taste is citrus, mango, dough, and a bit of yeast. Moderately bitter. Medium body. Medium carbonation. Creamy mouthfeel.","Massachusetts, USA","tapefuzz"
2465,"2017-05-07",3.8,"I wonder if there is anything such as an ale versus beer camp these days? I
prefer ales as a rule and tend to find similarly flavored and well made lagers a bit lacking. Sure its the different styles of yeast, but I think the lagers lack the body, the heft of an ale. Anywho, draft at the brewery. Yes, it is very like unto Dogfish Heads 60 minute, previous caveats applied. A well made, well balanced brew, hiding its alcohol quite well. Aroma is dankness and mild citrus. The flavor is reminiscent of many a DIPA but not overboard on anything, citrus, bitterness, dankness. Crisp, medium bodied, smooth and creamy. In my own descending 1 to 5 ranking, I would rate this a #2 brew, not to be avoided by any means, but not one of the greats.","Massachusetts, USA","migwell"
2465,"2017-04-29",4.0,"Yet another great beer from Jacks Abby. The one pours the standard yellowy amber clear lager thing. The smell is piney, hoppy, nutty, with a little funk almost bretty-saisony. The flavor is more strident hops and resiny dank nuggs with more of a lagery mouthfeel to it than Jacks Abbys other IPL style offerings, which lean more aleish in taste usually despite the categorization. Still this one is very good, if not quite as good as I remember it being after having Excess IPL and Kiwi Rising. Good for smoky room italo disco jams on the nicest day of the year in anticipation of your beloveds belated return.","New Haven, Connecticut, USA","meccahh69lol"
2465,"2017-04-28",3.7,"Bright yellowish pour in Boston. White head and cloudy. Crisp earthy and some fruity kick. Tangy. Pretty good","Chicago, Illinois, USA","kaser"
2465,"2017-04-24",4.2,"Canned 04/03. Clear golden pour with intensely sticky finger of white. Light fruits and a hint of spice on the nose belying the 100 IBUs. Flavor is just fantastic. Definitely a hop bomb most of the journey through the sip, but offset by the lightness and bready malt flavor. Finish is very clean for as bitter as this gets mid-sip. Another really solid offering from Jacks.","New Hampshire, USA","tekstr1der"
2465,"2017-04-24",3.9,"Draft at Harbor Bar, Whole Foods Bryant Park.
Mostly clear golden pour. Frothy off-white head and plenty of lacing. 
Fruity and grassy, some pale malt notes.
Tastes hoppy, fruity, and bitter. 
Drinks soft with a strong, dry finish. 
Good stuff.","Hoboken, New Jersey, USA","ben4321"
2465,"2016-11-21",3.6,"Bottle. Moderate to heavy roasted grain for the malt, light orange and herbs for the hops, faint soap for the yeast, with over ripe pear, pepper and peach liqueur in the background. Head is average size, frothy turning wispy, white, with good lacing and is mostly diminishing. Color is dark murky amber. Flavor starts moderately sweet and lightly acidic, then the long finish is moderately sweet and bitter. Palate is on the fuller side of medium, oily, with a soft to lively carbonation and a moderately astringent finish. A higher end Imperial Pils for sure, but not much my style.","hobe sound, Florida, USA","glennmastrange"
2465,"2016-10-29",3.4,"Yellow, white head, fruity aroma, hoppy, fresh, flavor of grapefruit, apricot, caramel, mandarina, medium bodied.","Ramat Gan, ISRAEL","zvikar"
2465,"2016-09-30",3.6,"Bottle shared by Eugène. Pours unclear amber, Smell is full, sweet, orange, bit bitter. Taste is likewise. Very malty. Sweet, mild orange-like bitterness.","Antwerp, BELGIUM","kraddel"
2465,"2016-09-29",4.1,"330 ml. bottle shared with Deanso, kermis, kraddel & Beerlover_Ben. About 1 year old. Hazy orange with little white bubbles. Nose is mellow peach, apricot, mellow fruity with clear malts, faint mineral note, vaguely watery. Taste is mellow malts, lovely bready malts, juicy, pleasantly malt forward, good yeast profile, mango white bread malt end. Mellow, very low bitterness, pleasant white bread malt. Surprisingly good still, very neat work.","Antwerpen, BELGIUM","77ships"
2465,"2016-09-28",3.4,"Bottle shared thanks to 77ships. Very hazy orange with a small white head. Aroma of caramel, toffee, malt, some light tropical fruit hanging out behind. Flavour is above moderate sweet and bitter. Medium bodied with soft carbonation.","The Hague / Amsterdam, NETHERLANDS","kermis"
2465,"2016-09-28",3.7,"33cl bottle shared. 
Thin white head. Cloudy blond pour. Lovely bitterness. Nicely done","Chiang Mai, THAILAND","deanso"
2465,"2016-08-30",3.3,"0,33l from bottle at Mels Diner. Orange quite hazy color, small white head. smells a bit old hoppy, resin, caramel, light parfumy. ok smell. full body, soft carbonation, slick mouthfeel. tastes of resin, light berry notes, oranges, light sweetness, lightly acidic, bit earthy. finishes lightly bitter with citric notes and light resiny notes. decent a but on the heavy side, but also probably not totally fresh.","Vienna, AUSTRIA","Werckmeister"
2465,"2016-06-13",4.1,"Bottle, 355 ml from Ammersin, Wien. Shared with JFK10000. Pours cloudy yellow with medium white head. Nice hoppy fruity aroma. Citrus, fruit, lots of nuts, lasting bitter finish. Very good.","CROATIA","Iznogud"
2465,"2016-04-30",4.0,"UPDATED: MAY 20, 2017 Toasted cracker, nuttiness and leafiness from the malt stand up well to the bitterness and lemony perfume. Not watery at all, even slightly oily, it has the body of an IPA. A great DIPL.","Pocasset, Massachusetts, USA","growler6"
2465,"2016-03-25",3.8,"Bottle @ Ølbutikken. Pours clear golden with a small white head. Aromas of piney, resiny hops, malty, orange, light bitter, citrussy, crackers. Taste is pilsnery, crackers, piney, resiny, malty, orange peel, hoppy. Slick, thick body. Never wouldve guessed I wouldve liked a imperial pils this much!","Aarhus N, DENMARK","Klimaet"
2465,"2016-02-29",4.0,"Bottle purchased at Shaws. Pours a hazy gold with a finger white head that dissipates in short order but leaves a ring. Musty aroma with some dough notes, taste resin and grass with a citrus undertone. Medium bodied, nice copper finish.","Boston, Massachusetts, USA","Frax"
2465,"2016-02-19",4.2,"pours clear bright gold, orange tint, with a very nice creamy white cap offering good retention and lacing. fresh tropical and citrus burst, clean doughy pale maltiness - fruity lagering notes underneath; hint of sweetness - white grapes and honey; soft pine and resin, clean yeast action, minerals. moderate carbonation, medium body - oily; smooth and balanced spicy-citrusy finish. über clean, as usual. slightly less lager character than their undefeated/undetronable excess ipl.","Québec, Quebec, CANADA","czar"
2465,"2016-02-15",4.0,"Pours an ultra clear golden with a small/a bit thin white head that leaves really nice lacing. Nose is of diesel/onion, pine and slight alcohol. Taste is of slightly sweet malts, pine and moderately bitter. Alcohol is almost perfectly integrated. Medium body and carbonation (maybe medium-high for the carb) with an oily/almost syrupy mouthfeel. Another nice and clean IPL by Jacks Abby, good for them!","Québec, Quebec, CANADA","mathieuc"
2465,"2016-02-13",4.1,"Bottle 355ml.
Pours blond with low-medium white head. Some lacing. Aroma is of pine, citrus, tropical fruits, flowers. Taste is of bitterness, pine, citrus, fruits, alcohol, malts. Palate: Medium body. Medium carbonation. Overall: Very nice, fresh. Packed with hops.","Québec, Quebec, CANADA","Minderbinder"
2465,"2016-02-04",3.7,"Bottle. Hazy golden pour with white head. Aroma is sweet and fresh with citrus and apricot. Taste starts with medium bitterness on a slightly malty base. Good and balanced.","Copenhagen, DENMARK","Madsen1635"
2465,"2016-01-17",3.7,"Very nice looking Amber with a thin white head. Bready aroma with some floral hops. The flavor has that lager smoothness, sweet up front with a good deal of bitterness towards the back. On tap at Hawthornes.","Sicklerville, New Jersey, USA","keepersj12"
2465,"2016-01-13",3.4,"Clear golden color with white head. Aroma is hoppy like an IPA but the malts resemble a Pilsener or Marzen beer. Taste starts balanced, hoppy with dank and overripe fruit notes, but also malty with honey and bread notes. Aftertaste is more bitter. The alcohol is also present but doesnt bother too much. A good combination between a lager and an IPA but its not really a style I enjoy too much.","Timisoara, ROMANIA","ciocanelu"
2465,"2016-01-05",4.0,"This was poured into a pilsener glass.
The appearance was a glossy yellow color with a nice looking subtle carbonation rising to fill a one finger lasting head. It eventually dies off into a film of a head. Nice filmy/almost semi-thick foaminess in the rings looked nicely.
The aroma had some sweet grassy hops blending in with a little bit of spice smelling really nice.
The taste was moderately sweet and bitter blending the hops with a low crisp to sweet malt consistency. Theres a nice crisp bready/lager aftertaste leading into a nice semi-sticky sweet finish.
On the palate, this one sat about a light on the body with a nice sessionable feel. Carbonation feels low enough to allow a nice bitter to sweet feel on my tongue, nothing overly done, feels nice and crisp.
Overall, good Imperial pale lager. Id have again and would be a nice one with food.","Vermont, USA","Bulk_Carrier"
2465,"2016-01-02",4.3,"Honningfarvet og ufiltreret amerikansk Imperial Pils / Strong Pale Lager med 2 cm hvid skumtop, som svinder til landskaber og senere et par mm. Rolig.
Frisk frugtagtig aroma af mandarin, pilsnermalt og lidt fjern citrus. Gærnuancer af kælder. 
Hold da op! Blød lækker mundfølelse indhyller den dejligste pilsnersmag med noter af mild frugt og bitterhed, men blid bitterhed. 
Meget veltilpasset karbonering og en del nedjusteret. Stor fyldig krop uden at være alkoholisk domineret, og cremet konsistens. Afslutningen er bitter, kort og let tør.
Fantastisk amerikaner-øl og alle pengene værd indenfor dens genre! 

---Rated via Beer Buddy for iPhone","Valby, DENMARK","PapaVillum"
2465,"2015-12-31",3.4,"Clearish yellow, small white head. Nice aroma of honey, florals, slight mango, corn. Goes down like a lager, grassy, a bit of a surprise without intense malts balancing the impressive hops. Decent though.","Florida, USA","BrewBrain"
2465,"2015-12-28",2.7,"Definite a head spinner. Just one. But otherwise unremarkable ipl. Yes it's bushy in the front but I cannot differentiate the hops. Just blah. 

---Rated via Beer Buddy for iPhone","Peabody, Massachusetts, USA","kirk36"
2465,"2015-12-05",3.7,"This has changed my opinion of lagers. A wonderful hoppy aroma. Pours very light yellow color. Taste is initially very light but with a very hoppy finish-pine, grass and citrus notes. A nice crisp plate as well.","Basel, SWITZERLAND","mmargarucci"
