"beer_id","date","rating","text","user_location","user_name"
3317,"2017-06-08",3.9,"On tap at the brewery. Pours a clear straw gold with a large white head. Crisp grain on the nose, a touch of soft hops. Medium bodied, crisp and grainy, soft mineral quality, gentle cracker notes. Light finish with a dusting of hops. Beautiful and easy drinking.","Poughkeepsie, New York, USA","j12601"
3317,"2017-05-29",3.2,"Pale clear yellow pour with a soapy white head. Aroma of bread and fruit. Sweet flavor with light citrus fruit corn and some bread. Nice beer for the style.","Lansdale, Pennsylvania, USA","alobar"
3317,"2017-05-13",2.4,"Can from Beers of the World. Aroma of hay malts, taste is somewhat sweet. Not overly memorable.","","ehaak26"
3317,"2017-02-26",2.4,"Pounder can as pictured. Typical fresh beery smell. Pretty strong initial flavors, but not as bad as many cheap pale lagers. Yes, has the effects of a cheap pale lager but not sure how this gets to be a zikle! Good overall civility and com[parable to many well brewed pale lagers. Funny name considering it doesnt want to be known as a pale lager, heheh. I think Ive had other ziks that are much more enjoyable; siggy saggy siggy saggy yoi yoi yoi! For example Leikeim Kellerbier &
Kulmbacher Mönchshof Kellerbier are much more enjoyable than thus!","Beaver Valley, Beaver County, Pennsylvania, USA","cheap"
3317,"2017-02-26",3.5,"Draft at RR. Pours clear golden yellow, with minimal head that fades quickly. Aroma is unmalted barley, mild fruity ketones, slight lime. First sip is similar toasted biscuits, and mild bread notes. Finish is clean and mild with cereal.","Phoenixville, Pennsylvania, USA","Macegan75"
3317,"2017-02-18",3.4,"This one is pretty straight ahead and kinda rustic, but it is pretty good for what it is. It has a pleasant smooth aroma and pours with a nice foamy head. It tastes like a best possible iteration of the kind of macro euro swill that probably seemed exotic when you first started drinking. It has a smooth drinkable vibe that makes it appealing for those times you arent up to sessioning IPAs or most intense beers, but dont feel quite like slumming it with the pale lagers. Another fine effort from Jacks Abby, which has quickly become one of my favorite breweries.","New Haven, Connecticut, USA","meccahh69lol"
3317,"2017-02-15",2.5,"Can at Alla Spina, Philadelphia. Colour is clear orange with small white head. Aromas and flavors: Sweetness, grain and malts. Cant find much good from this one.","Oulu/Helsinki, FINLAND","VastActiv"
3317,"2017-01-10",3.7,"Can from Whole Foods PM. Pours hazy golden with well-retained white head. Nose was pale malt, yeasty fruit. Tasted lively on the palate, complex, with notes of hops, yeasty malt, fruit, and a complex finish. Outstanding.","Lower Pottsgrove, Pennsylvania, USA","DocLock"
3317,"2017-01-09",3.8,"Keg at WoB Syracuse. Slightly hazy golden, large foamy white head, good retention. Aroma of bready malt, Noble hops. Taste is doughy pale malt, grassy Noble hops, a bit of apricot. Medium bodied, well balanced.","Milwaukee, Wisconsin, USA","Drake"
3317,"2016-12-25",4.0,"Can at home in NH. Sourced from Big Fattys bottle shop, WRJ. Pours mostly clear gold with a frothy, white head. Crispy cereal in the nose, light hay, white bread, lemon peel. Light sweet flavour with a fetching biscuity character, more crispy cereal, mild bitter straw, hints of citrus. Light bodied with average carbonation. Clean in the finish with just enough bready sweetness, clean bitter hay, more cereal character, biscuits. Straightforward and hugely drinkable. Wonderful easy lager.","London, Greater London, ENGLAND","Leighton"
3317,"2016-12-09",3.8,"Pours a deep golden hue with three fingers of thick white foam. Nose is bready with some spicy esters, soft grassy influence and rich malt structure. Palate follows with a nice chewy body, crisp bitterness, earthy fieldgrain, hint of floral hay and a lingering fresh grass ! Solid autumn sipper.","Gray, Maine, USA","Lukaduke"
3317,"2016-10-25",3.4,"Clear pale golden with a large fluffy white head. Biscuity grainy lager nose. Crisp and dry flavor thats clean as hell. Light German blonde malt, a toasty graininess, lasting light German grassy hop bitterness, and a crisp crackery finish.","Denver, Colorado, USA","onceblind"
3317,"2016-10-17",3.1,"Can. Clear gold with a small, off white head that lasts in a ring. Aromas of sweet, toasted grain, bread, light banana and spice. Flavor is the same. Medium bodied, smooth and soft with a dry, toasty finish. Highly drinkable.","Denver, Colorado, USA","Concealer"
3317,"2016-10-11",3.9,"On tap at Augurs Well, pours a hazy golden yellow with a small white head. Aroma brings out corn, straw and biscuity malt. Flavour is super clean, with corn, straw, and lightly sweet malt. Loads of depth for a lager and drinks really easily. Excellent.","Vancouver, British Columbia, CANADA","mcberko"
3317,"2016-10-09",3.5,"Pint can. Biscuity malt aroma with notes of grassy hops, straw and some citrus. Pours clear pale golden colored with a thin white head that burns off quickly leaving little retention or lacing. Starts with sweet biscuity malt with notes of straw as well. Finishes dry, crisp and clean with light grassy hoppiness and a touch of citrus. Solid, drinkable, refreshing lager.","","zoucrew102"
3317,"2016-10-07",3.9,"Draft sample at the source. The beer is a clear yellow with a white head. Doughy, bready, mellow, crisp hop bite. Moderately sweet. Medium body and medium carbonation.","Devola/Marietta, Ohio, USA","JStax"
3317,"2016-10-05",3.9,"Can - light hazy gold - lively pour - medium sweet nose, with honey, lightly toasted grains, floral notes, mild mineral, light bread - nose reminds me very much of German examples Ive been fortunate enough to try - prickly acidity up front generates a tang that serves as a counterpoint to the rich maltiness that follows - mild floral bitterness - light bread, mild yeast - light mineral tang - overall a nicely done lager - really enjoyable.","Denver, Colorado, USA","notalush"
3317,"2016-10-01",3.8,"on tap at City Tap House in University City - highly drinkable. Pale golden color. Good sweet malty flavor.","Bensalem, Pennsylvania, USA","raymow"
3317,"2016-09-27",3.6,"Can from Whole Food-Chelsea. Golden pour with a small, fizzy white head. Spotty lace. Grains, straw, some toasted malt notes, spice, and grass. The flavors follows with similar notes. Nice mix of malty flavors. Some bitterness balances the sweetness. Lively carbonation tingles on the tongue. Fairly crisp. Very solid, drinkable, and flavorful, if not the combination I personally like the most, it still does its thing.","Hoboken, New Jersey, USA","ben4321"
3317,"2016-09-22",3.4,"Can. from BOTW. Looking forward to this, although I know that their handling of lagers isnt always the best Malty, yeasty nose, biscuits. Very light hops, actually, just a touch of grass and orange. Bright golden, cloudy, medium head. Very rich and malty, though not with real Franconian complexity. Bready, but also some dough, a bit worty too. There are not enough hops either, really that part disappoints from JA, because they do so many hoppy beers so well. Its sweet and heavy, with body and sweetness approaching a heller bock. Its almost 3 months old now, which could explain it. Would like to try it fresh on tap. Its a decent enough drinking lager, but I hoped for much more.","Kyoto, JAPAN","KyotoLefty"
3317,"2016-08-28",3.1,"UPDATED: MAR 4, 2017 Draught. Pours clear pale gold with a small white head. Mild aroma of biscuit, grain, grass. and a little yeast. Taste is similar but with a little honey to it initially before becoming more bready. A little too sweet. Body is on the lighter side of medium, with a crisp and clean finish.","Massachusetts, USA","tapefuzz"
3317,"2016-08-21",3.3,"sollid zwickel summer drinker. on tap at madison pour house. soft mouthfeel.","Toronto, Ontario, CANADA","Sammy"
3317,"2016-08-18",3.0,"Can. It pours a mostly clear light golden color with a small white head. The aroma is a little weird with some apple and light DMS veggie thing going on. A little flowery hops. The flavor has more of the lightly tart apple notes with strong earthy/floral bitterness. Hints of cooked veggies. The body is light but not very crisp or snappy on the palate. Pretty meh overall. Probably the least enjoyable beer Ive had from these guys...and I love this style.","Livermore, California, USA","joeneugs"
3317,"2016-08-12",4.5,"Semi cloudy with a nice a head. Biscuits and cream with a note of mace on the nose. Moderately sweet and full bodied but surprisingly finishes like a dry pilsner.  A top bier for me and the best lager I have ever tried, not even close.  A nice break from hop this and bourbon barrel that. Well done Jacks Abby.","Pocasset, Massachusetts, USA","growler6"
