"beer_id","date","rating","text","user_location","user_name"
186,"2017-06-21",3.8,"Sampled from tap at Craftbeer Corner Coeln. Pitch black with an off-white head. Sweetish-malty, moderately roasty and slightly resiny aroma of dark chocolate, coffee and some pine. Slightly sweetish, malty, rather roasty and slightly resiny taste of dark chocolate, lots of coffee, some licorice and hints of pine, followed by a medium long, rather dry-bitter and slightly resiny finish. Medium to full body, creamy mouthfeel, soft carbonation. Very nice, although less hoppy than the name suggests.","Hagen / Bonn, GERMANY","Zlotta"
186,"2017-06-18",3.7,"From 330ml bottle. Pours with huge light tan small bubbled head with great retention. Aroma of roast, american hops, and dark berries. Flavour of deep roastiness, hints of coffee, oak, dark fruit, subtle hint of booze. Lingering taste of roast malt and dark chocolate that lingers a little too long. Decent lacing. Quite oily. A good sipping beer","","ngunity"
186,"2017-06-10",3.4,"Pours dark brown from the bottle and leaves a brown, frothy head. Aroma goes at first into chocolate, then the hops come through and remind very much of an IPA  pine and grapefruit being evident. Taste is bittersweet but with the bitter component gaining the upper hand. Medium bodied, very dry, with a feel in the mouth of wet cotton. Makes you thirsty. Overall though, not bad. Certainly not a traditional porter, and feels throughout much more like a black IPA.","Butzbach, Hesse, GERMANY","hauxe"
186,"2017-06-02",2.8,"Fresh from the tap at Muted Horn. Fine roasty notes in the nose. Roasty mouth, but at least light watery.","Berlin, GERMANY","Michael27"
186,"2017-05-31",3.8,"jakiś rześki ten porter, jak czarna bryza, bardzo ciekawe, osobne piwo","warszawa, POLAND","wojanex"
186,"2017-05-21",3.6,"Aroma: maltas tostadas, café, lúpulo floral, hierba. Aspecto: negro, medio, cremoso, cabeza amarillenta. Sabor: ligero amargo. Boca: intensidad de amargos, lúpulo floral, malta tostada, hierba, acabado seco. En general: gran Porter, muy lupulada en aroma y paladar","Granada, SPAIN","Oiolosse"
186,"2017-05-15",4.2,"Bottle 33 best before 30.12.17. Aspect : noire à belle mousse beige. Arômes : sur le fruit notamment les agrumes, le résineux, le caramel brûlé, le chocolat, le café (mais pas si évident), la réglisse ... que sais-je encore ? Saveurs : entrée en bouche bien fraîche puis les malts rôtis se développent en compagnie des houblons ce qui donne : chocolat, citron, café, ... et une belle amertume tout au long. Terrific Porter ! Not far from a Black IPA !","Flémalle, BELGIUM","ardeo"
186,"2017-05-05",4.0,"Bottle 330ml. (Citra) Deep brown with a dense beige head. Aroma of roasted malts and dryish coffee notes. Palate is very smooth and creamy - top notch! Taste is dry with hints of the hops but plenty of malts, even somewhat smoky.","Stockholm, SWEDEN","JoTheO"
186,"2017-04-22",3.9,"Black, beige head. Lots of coffee aroma. Some hops. Taste is more coffee and a dry hoppy feeling. Roasted malts, good mouthfeel for only 5,7%. Brilliant.","DENMARK","Jimbo2"
186,"2017-04-21",4.5,"Tap @ale&hop, Barcelona. 
Aroma is coffee and lightly hoppy, quite fresh. Pours black with a beautiful long lasting brown head. Taste is coffee, bitter in the middle and finishes with a long lasting smooth dark chocolate taste. Medium carbonation and medium body. Just an insane brew, one of the best porter I tried.","","Chapeau"
186,"2017-04-05",4.2,"Aroma: coffee, roasted dark malts, nuts.
Appearance: deep brown color and creamy head.
Taste: roasted dark malts, coffee, ashy, nuts, roasted caramel, medium herbal bitterness, pine, rather dry. 
Palate: medium body and medium carbonation, roasted finish.
Overall: Outstanding beer, complex and tasty, must try.","Hannover, GERMANY","peponi"
186,"2017-03-23",3.4,"Bottle from The Kernel Brewery, Bermonsdey, London (UK). Brown colour with a little of beige head. Aroma is toffee, roasted malts and something herbal. Flavour is roasted malts, chocolate. Medium body and chocolate in the finish.","Milano, ITALY","Tinaccio"
186,"2017-03-12",3.7,"Tap at MultiQlti. Herbal aroma, only hint of choclate and roasted notes. Roasted sunflower, chocolate, some coffee. Medium body, velvet, smooth.","Kraków, POLAND","Kiezmar"
186,"2017-03-11",3.4,"Bottle. Pours black with a thin tan head that resides in an ice cream foam. Scent is light notes of roasted malt. Taste is consistent although stronger. Finish is quite dry and raspy. About 60-70 IBU but without much point. Good.","","Cokemonkey11"
186,"2017-03-03",3.8,"Piana drobna, ładnie zdobi szkło. Aromat przyjemny, intensywny. Jest ten słynny prażony słonecznik, sporo palonych słodów. Na początku chmiele wydawały mi się raczej żywiczne w odczuciu, przy zamieszaniu okazało się jednak, że to bardzo przyjemny cytrus. Później chmielowy aromat nieco się rozwiewa. Dość wysoko wysycone. Mocno palona podstawa słodowa towarzyszy bardzo wyraźnym nutom cytrusowym. Znacznie bardziej owocowe niż w aromacie. Grejpfrutowa goryczka, nieco spalenizny przy posmaku. Całość sprawa wrażenie lekko przypalonego na grillu cytrusa. Bardzo dobre piwo.","Lublin, POLAND","Estebanik"
186,"2017-03-02",3.8,"(on tap)
Aroma:coffee,biscuits,chocolate,slighlty earthy.
Appearance:close to black color,dense beige head.
Taste:semi-sweet,falvour of chcolate,nutts and coffee,dry roasty and ashy aftertaste.
Palate:low to medium body,low to medium carbonation.
Overall:Well-made,tasty coffee-oriented porter.","POLAND","creppyiceman"
186,"2017-02-26",4.2,"Bottle, 6.4%, hops: galaxy, chinook, exp431.
Pitch black, with a nice creamy brown head, staying and a bit lacing.
Aroma is ""wow!"": coffee, roasted malt, and the hops, amazing, resin.
Then the taste is surprisingly different, the roasted malts are the most evident note, coffee again, chocolate, the resin hops are still there but more if in the aroma they are the main note, in the taste they are more on the background. Medium-low carbonation, oily texture, bitter finish.
Great beer.","Budapest, HUNGARY","graziano85"
186,"2017-02-26",3.9,"Bardzo ładny wygląd, brązowa drobnopęcherzowa piana i czarna barwa piwa. Aromat przyjemny, chmielowy, mocno kawowy, do tego gorzka czekolada. W smaku podobnie. Intensywna chmielowość, mimo tego bardziej wyrazista jest kawa, przyjemna, bardzo długo utrzymująca się na języku. Kremowa faktura. Amerykańskie odmiany chmielu wnoszą ciekawe nuty do piwa, nieco przypomina Black IPA, jednak wciąż dominuje porterowy charakter. Bardzo udane piwo, świetny balans","POLAND","MatiF96"
186,"2017-02-26",3.7,"Draught. Pitch black with a mostly lasting coffee brown thin foamy head. Aroma is of dark chocolate, coffee, grassy, nuts, biscuits. Taste is of dark chocolate, coffee, biscuits, caramel, citrus, grassy, bitter finish. Oily mouthfeel, soft to medium carbonation.","Dublin, IRELAND","Johnstledger8"
186,"2017-02-19",4.0,"500ml bottle, hops: Bramling Cross, Centennial. 5.9%. Pours jet black with a large tan head. Aroma is hoppy, earthy, roasted malts, chocolate, coffee. Taste of piney hops, some dark fruit, roasted malt, chocolate, coffee. Long bitter finish. Creamy texture, medium bodied, soft carbonation.","Cheltenham, Gloucestershire, ENGLAND","LazyPyro"
186,"2017-02-17",3.8,"Really good cocoa and coffee aroma, great mouthfeel for its abv, nice bitter finish","York, North Yorkshire, ENGLAND","Mjp12"
186,"2017-01-29",4.0,"Klares, sehr dunkles Braun mit reichlich Schaum. Röstmalzig, dunkle Schokolade, Kakao, etwas Vanille, Kaffee, leicht fruchtig, etwas Grapefuit, leicht bitter.","GERMANY","Mister_Li"
186,"2017-01-27",4.4,"Bottle.Black with a small head,aroma of pine hops coffee and dark malt,taste is earthy,rich and hoppy with dark choc tobacco wood and malt,long hoppy grapefruit leather bitter finish.","Suffolk, ENGLAND","Garrat"
186,"2017-01-26",3.7,"Bottle, from minutemat (thanks!). Dark brown, amber highlights, beige head. Big piney green hop character with full bodied roast. This could easily qualify as a black IPA! Really tasty.","the land of bitumen, beef & beer, Alberta, CANADA","DuffMan"
186,"2017-01-17",4.2,"330 ml bottle from Theatre of WIne, hopped with Chinook. Pours black with a fine, brown, lasting head, lacing present. Very nice aroma of roasted malts, chocolate and plums. Taste starts off hoppy, dried plums, middle is chocolate, finish is long, bitter, lasting coffee. Oily texture, medium-bodied, lasting bitterness. Great porter.","London, Greater London, ENGLAND","malushky"
186,"2017-01-13",3.9,"Keg Third of a Pint at BrewDog, Clerkenwell, London in Jan 2016 - Opaque Black in colour. Good creamy beige head. Good lacing. Very Malty; deep roasty malts, coffee, espresso, dark chocolate. Fruity; dark fruits. Quite spicy. Hoppy; good hop bitterness. Great depth of flavour. Bittersweet roast coffee chocolate malty and spicy fruity throughout. Terrific Porter! (2016-01-16)","SW London, Greater London, ENGLAND","john44"
