,Rank,city,state,latitude,longitude,July_2016,breweries_5,breweries_10,breweries_25,ratings_5,ratings_10,ratings_25,review_count_5,review_count_10,review_count_25,price_5,price_10,price_25,brew_per_100k_5,brew_per_100k_10,brew_per_100k_25,review_per_100k_5,review_per_100k_10,review_per_100k_25
10,11,Austin,Texas,30.267153,-97.7430608,947890,30,45,78,4.28712700744,4.26833944042,4.25728248612,211.666666667,199.355555556,156.743589744,1.58837209302,1.54780361757,1.58527131783,3.16492420007,4.7473863001,8.22880292017,22.3302985227,21.0315074065,16.5360526795
12,12,Jacksonville,Florida,30.3321838,-81.655651,880619,16,22,38,4.11620056402,4.06065586464,4.04112697024,63.1875,72.9545454545,71.5263157895,1.50625,1.55454545455,1.63684210526,1.81690379154,2.49824271336,4.3151465049,7.17535052049,8.28446189039,8.12227714704
13,13,San Francisco,California,37.7749295,-122.4194155,870887,34,58,112,4.12825089763,4.20723321495,4.14336347925,376.441176471,320.810344828,308.660714286,1.85294117647,1.68169761273,1.72802197802,3.90406562505,6.65987665449,12.8604514707,43.2250310856,36.8371952765,35.442108366
14,14,Columbus,Ohio,39.9611755,-82.9987942,860090,34,48,70,3.8337988625,3.82852512682,3.87381147281,116.617647059,98.0,91.8142857143,1.69803921569,1.72361111111,1.75333333333,3.95307467823,5.58081131044,8.13868316106,13.5587725772,11.3941564255,10.674962587
11,15,Indianapolis,Indiana,39.768403,-86.158068,855164,23,35,79,4.11019624937,4.04543664613,3.98028191998,118.217391304,110.657142857,92.4303797468,1.52173913043,1.54603174603,1.66508438819,2.68954259066,4.09278220318,9.23799411575,13.8239438639,12.9398738554,10.8084975217
16,16,Fort Worth,Texas,32.7554883,-97.3307658,854113,16,21,41,4.08587496837,4.02191715701,3.98554450369,141.125,121.619047619,103.43902439,1.625,1.66666666667,1.65853658537,1.87328842905,2.45869106313,4.80030159944,16.5229893468,14.239222166,12.1106954689
15,17,Charlotte,North Carolina,35.2270869,-80.8431267,842051,32,39,73,4.20966809353,4.20398644656,4.19621272032,106.65625,99.2820512821,76.2739726027,1.5,1.51282051282,1.54794520548,3.80024487828,4.6315484454,8.66930862857,12.6662458687,11.7905033403,9.05811792905
20,18,Seattle,Washington,47.6062095,-122.3320708,704352,46,66,181,4.31964421977,4.28206221819,4.1623051777,137.0,134.348484848,108.060773481,1.28260869565,1.36363636364,1.50539331755,6.53082549634,9.37031484258,25.6973785834,19.4505020217,19.0740545705,15.3418707522
21,19,Denver,Colorado,39.7392358,-104.990251,693060,56,89,176,4.13509289321,4.14956061703,4.10911878294,176.375,152.719101124,137.75,1.41071428571,1.48314606742,1.54597107438,8.08010850431,12.8416010158,25.3946267278,25.4487345973,22.0354804957,19.8756240441
18,20,El Paso,Texas,31.7775757,-106.4424559,683080,8,9,11,4.03141396306,3.99680447074,4.04747730342,97.0,96.5555555556,81.0909090909,1.625,1.66666666667,1.63636363636,1.17116589565,1.31756163261,1.61035310652,14.2003864847,14.1353217128,11.8713633968
22,21,Washington,District of Columbia,38.9071923,-77.0368707,681170,29,46,91,3.79048351351,3.75224512662,3.84310897554,215.24137931,234.869565217,219.934065934,1.82131661442,1.84387351779,1.85514485514,4.25738068324,6.753086601,13.3593669715,31.5987755348,34.4803155185,32.2876911687
23,22,Boston,Massachusetts,42.3600825,-71.0588801,673184,32,40,75,4.29323057019,4.31334158064,4.09948080584,161.84375,149.275,122.186666667,1.76785714286,1.76428571429,1.80095238095,4.75352949565,5.94191186956,11.1410847554,24.0415324785,22.1744723582,18.1505601242
17,23,Detroit,Michigan,42.331427,-83.0457538,672795,11,17,70,3.9284209383,3.87699981124,3.84667015614,245.818181818,196.470588235,144.342857143,1.81818181818,1.70588235294,1.81428571429,1.63497053337,2.52677264248,10.4043579396,36.5368621673,29.2021474945,21.4542107392
24,24,Nashville-Davidson,Tennessee,36.1626638,-86.7816016,660388,34,40,49,4.19132392626,4.169334433,4.16315323134,116.441176471,105.325,98.3469387755,1.48529411765,1.4625,1.52040816327,5.14848846436,6.05704525219,7.41988043393,17.6322368775,15.9489572797,14.8922964644
19,25,Memphis,Tennessee,35.1495343,-90.0489801,652717,10,12,18,3.88475113157,3.87048248907,3.93089454343,134.2,117.916666667,95.8333333333,1.6,1.58333333333,1.61111111111,1.53205753795,1.83846904554,2.75770356832,20.5602121593,18.0655118017,14.682218072
28,26,Portland,Oregon,45.5230622,-122.6764816,639863,43,79,143,4.20963531127,4.17091426958,4.12413638888,268.255813953,181.367088608,133.755244755,1.65803382664,1.616570771,1.5923712651,6.72018854036,12.3463928997,22.3485339831,41.9239452748,28.344675127,20.9037316981
26,27,Oklahoma City,Oklahoma,35.4675602,-97.5164276,638367,13,19,30,3.89812454532,3.92021066474,3.82855130147,90.6923076923,69.7894736842,64.3,1.61538461538,1.63157894737,1.73333333333,2.03644611955,2.97634432858,4.69949104512,14.2069229287,10.9325002208,10.0725758067
29,28,Las Vegas,Nevada,36.1699412,-115.1398296,632912,20,30,50,4.00821147083,3.93489289032,4.02735065171,324.45,286.333333333,214.1,1.7,1.76666666667,1.71898617512,3.1599969664,4.7399954496,7.89999241601,51.2630507875,45.2406232357,33.8277675253
27,29,Louisville/Jefferson County,Kentucky,38.2526647,-85.7584557,616261,30,34,40,4.04852819474,4.05277218195,4.01974065122,130.166666667,123.529411765,114.325,1.68924731183,1.6669829222,1.69193548387,4.86806726371,5.51714289887,6.49075635161,21.1220029609,20.0449828506,18.5513929974
25,30,Baltimore,Maryland,39.2903848,-76.6121893,614664,25,32,64,3.93272434336,3.96388652191,3.82838646885,153.76,142.53125,151.875,1.8336,1.83375,1.883125,4.0672627647,5.20609633881,10.4121926776,25.015292908,23.1884818372,24.7086212955
30,31,Milwaukee,Wisconsin,43.0389025,-87.9064736,595047,31,43,62,4.19037380593,4.09005466683,3.95604465517,119.290322581,99.8837209302,81.2258064516,1.60573476703,1.66925064599,1.70609318996,5.20967251326,7.22631993775,10.4193450265,20.0472101499,16.7858540469,13.6503177819
31,32,Albuquerque,New Mexico,35.0853336,-106.6055534,559277,30,43,51,4.09639876794,4.04662172193,4.01422269249,106.866666667,97.9069767442,94.7450980392,1.38409090909,1.52378435518,1.55926916221,5.3640682524,7.68849782845,9.11891602909,19.1080031302,17.5059901881,16.9406390821
